key,sweep,controller,t,theta_deg,finger_normal_N,finger_tangential_N,table_normal_N,table_slip_mm,finger_slide_mm
nominal|hfvc|75.00|0.00|0.800,nominal,hfvc,0.0885,2.514607178665214,9.996436488516213,2.3957349718193948,12.980939042502325,0.0027007771974119077,0.05249178994839574
nominal|hfvc|75.00|0.00|0.800,nominal,hfvc,0.0925,2.6280427852193764,9.996367381816196,2.393506495060728,12.984560720099989,0.002806127998841723,0.053876207527875905
nominal|hfvc|75.00|0.00|0.800,nominal,hfvc,0.0965,2.741480358113426,9.996293749162525,2.391319341384575,12.988165875775302,0.0029099462072398885,0.05525875525205092
nominal|hfvc|75.00|0.00|0.800,nominal,hfvc,0.1005,2.8549172583271334,9.996216659541751,2.389161968301037,12.991746365906248,0.003012233291140032,0.05663987098256372
nominal|hfvc|75.00|0.00|0.800,nominal,hfvc,0.1045,2.96835299584745,9.9961378280266,2.3870166325443583,12.995290056973431,0.0031129893372852657,0.05801982145754082
nominal|hfvc|75.00|0.00|0.800,nominal,hfvc,0.1085,3.0817881806265155,9.996058618962028,2.384869425874676,12.998787521368898,0.003212213545635001,0.05939870161518288
nominal|hfvc|75.00|0.00|0.800,nominal,hfvc,0.1125,3.1952236716050963,9.995979747925238,2.3827131686995635,13.002233919030738,0.0033099047682602634,0.06077649709318784
nominal|hfvc|75.00|0.00|0.800,nominal,hfvc,0.1165,3.3086601215077165,9.995901391461572,2.380546189420987,13.005628128294152,0.0034060618692849376,0.06215315092500603
nominal|hfvc|75.00|0.00|0.800,nominal,hfvc,0.1205,3.4220978573834198,9.995823431071928,2.3783697890432047,13.008971015205882,0.003500683876563049,0.06352860765696915
nominal|hfvc|75.00|0.00|0.800,nominal,hfvc,0.1245,3.5355369484969996,9.995745665402483,2.376186069696821,13.012263965764589,0.0035937699893948127,0.06490283167864733
nominal|hfvc|75.00|0.00|0.800,nominal,hfvc,0.1285,3.648977329588992,9.995667931261467,2.373996712524988,13.015508067033279,0.0036853195219052615,0.0662758078179318
nominal|hfvc|75.00|0.00|0.800,nominal,hfvc,0.1325,3.7624189027832444,9.995590141422442,2.3718026085213446,13.018703865494208,0.003775331839511731,0.06764753412847543
nominal|hfvc|75.00|0.00|0.800,nominal,hfvc,0.1365,3.875861593111035,9.9955122730073,2.3696039893318446,13.021851461075306,0.0038638063167215075,0.06901801397173651
nominal|hfvc|75.00|0.00|0.800,nominal,hfvc,0.1405,3.9893053638916682,9.99543433899779,2.3674007242176915,13.024950710695746,0.003950742318355183,0.07038725069102832
nominal|hfvc|75.00|0.00|0.800,nominal,hfvc,0.1445,4.102750209311628,9.995356362949602,2.365192579599006,13.028001404398122,0.004036139198380917,0.07175524534136832
nominal|hfvc|75.00|0.00|0.800,nominal,hfvc,0.1485,4.216196139957884,9.995278364301663,2.3629793677208837,13.03100336536647,0.004119996306409246,0.07312199655681727
nominal|hfvc|75.00|0.00|0.800,nominal,hfvc,0.1525,4.329643170623277,9.995200353610658,2.3607609935371245,13.033956480814007,0.004202312995069124,0.07448750138104307
nominal|hfvc|75.00|0.00|0.800,nominal,hfvc,0.1565,4.443091313541317,9.995122333759964,2.358537440896234,13.036860691943186,0.004283088625128828,0.0758517562065544
nominal|hfvc|75.00|0.00|0.800,nominal,hfvc,0.1605,4.55654057641714,9.995044303275337,2.356308737800992,13.039715970033154,0.004362322567660892,0.07721475741715277
nominal|hfvc|75.00|0.00|0.800,nominal,hfvc,0.1645,4.669990963230653,9.994966259343851,2.354074925412688,13.042522295336191,0.004440014204402931,0.07857650166855823
nominal|hfvc|75.00|0.00|0.800,nominal,hfvc,0.1685,4.783442475932462,9.994888199588395,2.3518360399819214,13.045279644861996,0.004516162926897216,0.0799369859116516
nominal|hfvc|75.00|0.00|0.800,nominal,hfvc,0.1725,4.896895115901994,9.994810122669431,2.349592106920063,13.047987988456573,0.004590768135637191,0.08129620729705586
nominal|hfvc|75.00|0.00|0.800,nominal,hfvc,0.1765,5.010348884770842,9.994732028166762,2.3473431422310607,13.050647289859263,0.004663829239567874,0.08265416306383566
nominal|hfvc|75.00|0.00|0.800,nominal,hfvc,0.1805,5.123803784673596,9.994653916180113,2.345089156569296,13.053257509498366,0.004735345655711154,0.08401085046207724
